Pembicara,Tema,Menit,Teks
Anis,Closing statement,2.53.20,pelit dengan rakyat negara tidak berpaling dari yang Papa negara yang penuh cinta kasih kepada semuanya negara
Anis,Closing statement,2.53.27,yang hadir dengan perasaan yang halus yang Rahman yang rahim kepada semua yang merangkul dengan perasaan cinta sebagai
Anis,Closing statement,2.53.35,orang tua bagi anak-anaknya sebagai Abah bagi anak-anaknya semua yang mencintai
Anis,Closing statement,2.53.41,semua dengan sepenuh hati memperhatikan yang paling bawah untuk meningkat kesejahteraannya agar apa yang di tengah
Anis,Closing statement,2.53.48,terangkat bila yang di bawah Terlupakan yang di tengah pun akan terlupakan terhimpit karena itu pesan yang kami
Anis,Closing statement,2.53.55,bawa adalah pesan negara yang menyayangi negara yang Welas Asih dan negara yang
Anis,Closing statement,2.54.03,membereskan soal ketimpangan negara yang membereskan soal
Anis,Closing statement,2.54.09,ketidakadilan membesarkan yang kecil tanpa mengecilkan yang besar menguatkan yang lemah tanpa melemahkan yang kuat
Anis,Closing statement,2.54.16,Mari Katong lakukan perubahan Terima kasih asalamualaikum warahmatullahi wabarakatuh 
Moderator,Closing statement,2.54.22,selanjutnya kita ke calon Presiden nomor urut dua Bapak Prabowo Subianto untuk menyampaikan pernyataan
Moderator,Closing statement,2.54.29,penutup waktu Bapak 4 menit dimulai saat Bapak berbicara
Prabowo,Closing statement,2.54.35,Bismillahirrahmanirrahim saudara-saudara sebangsa dan setanah air kita baru saja
Prabowo,Closing statement,2.54.42,beberapa bulan ini melaksanakan kampanye yang penuh dengan semangat penuh dengan
Prabowo,Closing statement,2.54.50,kontestasi kadang-kadang penuh dengan kata-kata yang keras tetapi itikad kita baik saya kira
Prabowo,Closing statement,2.55.01,tiga paslon semuanya ingin yang terbaik untuk rakyat Indonesia karena itu
Prabowo,Closing statement,2.55.07,saya atas nama prabowo Gibran dan atas nama koalisi indonesia maju minta maaf
Prabowo,Closing statement,2.55.14,kepada paslon 1 Pak Anis dan Pak muhimin dan paslon 3 Pak
Prabowo,Closing statement,2.55.21,Ganjar dan Pak Mahfud seandainya dalam kampanye ini ada kata-kata kami atau
Prabowo,Closing statement,2.55.28,perbuatan kami yang kurang berkenan kami mohon maaf yang sebesar-besarnya kami juga mohon maaf
Prabowo,Closing statement,2.55.35,kepada KPU seandainya kami juga bertindak yang kurang
Prabowo,Closing statement,2.55.41,pas Keinginan kita untuk berbuat yang terbaik dan kami selalu berjuang untuk
Prabowo,Closing statement,2.55.48,yang terbaik saudara-saudara sekalian yang penting kita harus membangun dan
Prabowo,Closing statement,2.55.54,menegakkan kerukunan persatuan kekeluargaan di
Prabowo,Closing statement,2.55.59,antara semua unsur dan semua kalangan bangsa Indonesia terutama adalah kerukunan di
Prabowo,Closing statement,2.56.06,antara pemimpin-pemimpin Indonesia saya tetap
Prabowo,Closing statement,2.56.12,menganggap Mas Anis Mas muhimin Pak Ganjar Profesor Mahfud adalah
Prabowo,Closing statement,2.56.19,saudara-saudara saya sendiri kita berjuang untuk bangsa Indonesia kita
Prabowo,Closing statement,2.56.25,berjuang karena cinta kita kepada rakyat Indonesia saudara-saudara sekalian ee
Prabowo,Closing statement,2.56.31,manakala Prabowo Gibran dan koalisi Indonesia maju atas izin Tuhan Yang Maha
Prabowo,Closing statement,2.56.38,Besar Tuhan Yang Maha Esa menerima mandat dari rakyat kita akan jadi
Prabowo,Closing statement,2.56.46,pemimpin nasional untuk seluruh rakyat Indonesia Saya akan jadi presiden untuk
Prabowo,Closing statement,2.56.52,seluruh rakyat Indonesia termasuk yang tidak memilih saya dan termasuk yang
Prabowo,Closing statement,2.56.57,tidak percaya sama saya saya akan berjuang untuk seluruh rakyat Indonesia kami
Prabowo,Closing statement,2.57.03,berjuang bertekad menghilangkan kemiskinan dari Indonesia kami bertekad menghilangkan
Prabowo,Closing statement,2.57.11,kelaparan dan kurang gizi bagi rakyat Indonesia kami bertekad
Prabowo,Closing statement,2.57.17,mengurangi angka kematian ibu-ibu yang sedang melahirkan kami berjuang untuk
Prabowo,Closing statement,2.57.25,menghilangkan korupsi dari bumi Indonesia kami berjuang untuk perdamaian
Prabowo,Closing statement,2.57.32,bagi rakyat Indonesia dan bagi bangsa Indonesia kami berterima kasih kepada
Prabowo,Closing statement,2.57.38,semua pemimpin-pemimpin Indonesia semua presiden Indonesia Bung Karno Pak harto
Prabowo,Closing statement,2.57.45,Pak Habibi gusdur Ibu Megawati Pak SBY dan Pak
Prabowo,Closing statement,2.57.51,joko widodo mereka adalah putra-putri terbaik bangsa Indonesia kami terima
Prabowo,Closing statement,2.57.57,kasih kepada mereka telah menjaga Republik Kita sekarang kita menikmati
Prabowo,Closing statement,2.58.02,tidak terlibat dalam pertikaian dengan bangsa-bangsa lain kita sekarang fokus
Prabowo,Closing statement,2.58.08,musuh kita adalah kemiskinan musuh kita adalah kelaparan musuh
Prabowo,Closing statement,2.58.13,kita kesulitan rakyat harus kita atasi kita membangun Indonesia kuat adil makmur
Prabowo,Closing statement,2.58.22,aman untuk semua adil untuk semua Makmur untuk semua wasalamualaikum
Prabowo,Closing statement,2.58.28,warahmatullahi wabarakatuh 
Moderator,Closing statement,2.58.36,pernyataan penutup selanjutnya akan disampaikan oleh calon presiden nomor urut 3
Moderator,Closing statement,2.58.42,kepada bapak ganjar pranowo kami persilakan 4 menit waktunya dimulai dari Anda berbicara 
Ganjar,Closing statement,2.58.48,Bapak Ibu yang sangat saya hormati Saya dan Pak Mahfud punya tiga janji taat kepada Tuhan patuh kepada
Ganjar,Closing statement,2.58.57,hukum dan keadilan dan setia kepada rakyat Kenapa
Ganjar,Closing statement,2.59.02,ini harus saya sampaikan selama kita berkeliling kita mendengarkan baik-baik
Ganjar,Closing statement,2.59.08,apa yang rakyat sampaikan mereka sampaikan catat dalam
Ganjar,Closing statement,2.59.14,tiga hal yang pertama bangsa ini sering sekali dikecewakan oleh para
Ganjar,Closing statement,2.59.20,pemimpinnya kita tidak mau lagi itu terjadi mulai dari fasilitas kesehatan
Ganjar,Closing statement,2.59.27,yang tidak terpenuhi mulai dari pendidikan yang tidak
Ganjar,Closing statement,2.59.32,inklusi lapangan kerja yang tidak bisa menjangkau lebih banyak orang atau
Ganjar,Closing statement,2.59.39,barangkali Bagaimana 1000 kehidupan pertama untuk mencegah stunting itu
Ganjar,Closing statement,2.59.45,mesti betul-betul dilakukan agar bangsa ini punya investasi besar terhadap SDM
Ganjar,Closing statement,2.59.50,yang ada di Indonesia itu janji yang harus ditepati
Ganjar,Closing statement,2.59.55,kita tidak boleh lagi membiarkan kekecewaan itu terulang dan kemarahan rakyat kemudian muncul lalu mereka
Ganjar,Closing statement,3.00.02,menjadi apatis dan kali ini Beri suara Anda kepada calon yang
Ganjar,Closing statement,3.00.08,konsisten yang visioner yang mampu mendengarkan rakyat negraawan reformis dan tidak punya
Ganjar,Closing statement,3.00.17,persoalan selanjutnya kita harus menjaga proses politik demokrasi dengan baik
Ganjar,Closing statement,3.00.23,kita mesti melawan politik dinasti itu yang didukung oleh mereka yang statementnya sangat terbuka menguasai
Ganjar,Closing statement,3.00.31,sepertiga kekayaan Indonesia sungguh-sungguh rakyat merasa terluka
Ganjar,Closing statement,3.00.37,karena statement itu dan yang mengutamakan kepentingan keluarga menjadi di atas kepentingan segalanya
Ganjar,Closing statement,3.00.43,hari ini kampus berbicara masyarakat SiPil berbicara dan kita sedang diingatkan
Ganjar,Closing statement,3.00.50,agar trek demokrasi bisa berjalan dengan baik dan jangan biarkan KKN subur
Ganjar,Closing statement,3.00.56,kembali di Indonesia kita mesti tegas untuk menegaskan menegakkan hukum 5 tahun yang lalu dalam debat Capres 2019
Ganjar,Closing statement,3.01.04,saya tim kampanye Joko widodo beliau menyampaikan dan kita diingatkan untuk
Ganjar,Closing statement,3.01.11,tidak memilih calon yang punya an diktator dan otoriter dan yang punya
Ganjar,Closing statement,3.01.16,rekam jejak pelanggar HAM yang punya rekam jejak untuk melakukan kekerasan
Ganjar,Closing statement,3.01.22,yang punya rekam jejak masalah korupsi saya sangat setuju apa yang beliau
Ganjar,Closing statement,3.01.28,sampaikan agar Kriteria ini menjadi pegangan kita semua dalam memilih pemimpin dan
Ganjar,Closing statement,3.01.34,yang ketiga Saya berjanji bersama Pak mahfud jika terpilih bersama Pak Mahfud
Ganjar,Closing statement,3.01.40,memimpin republik ini kami tidak akan mengecewakan rakyat rakyat merupakan sumber
Ganjar,Closing statement,3.01.46,energi kami ruang-ruang terbuka yang mesti diakomodasi mereka adalah detak jantung
Ganjar,Closing statement,3.01.54,kami mandat rakyat adalah amanah Suci buat kami dan
Ganjar,Closing statement,3.01.59,Bismillahirrahmanirrahim kita mulai sebuah era baru Indonesia era di mana tidak satu rakyat pun ditinggalkan no
Ganjar,Closing statement,3.02.07,one left behind dan kita memasuki era gotong royong menuju Indonesia unggul dan
Ganjar,Closing statement,3.02.13,terima kasih kepada seluruh rakyat Indonesia yang telah memberikan inspirasi menitipkan harapan kepada
Ganjar,Closing statement,3.02.20,pundak kami berdua untuk memilih nomor tiga Ganjar Mahfud dan Insyaallah
Ganjar,Closing statement,3.02.26,Indonesia pasti lebih baik Terima kasih untuk kawan-kawan partner saya pasangan
Ganjar,Closing statement,3.02.31,nomor 1 dan 2 Kami senang hari ini kita bisa berdiskusi bisa berdebat dan kita
Ganjar,Closing statement,3.02.38,berada pada posisi yang sama-sama saling menghormati Terima kasih rakyat untuk
Ganjar,Closing statement,3.02.43,Indonesia yang lebih baik wasalamualaikum warahmatullahi wabarakatuh 
Moderator,Closing statement,3.02.51,itulah pernyataan penutup dari masing-masing Pasangan calon kami mohon kepada ketiga Pasangan calon presiden dan juga calon wakil presiden
Moderator,Closing statement,3.02.57,untuk tetap berada di atas panggung kami juga mengundang ketua KPU anggota KPU
Moderator,Closing statement,3.03.03,sekretaris jenderal KPU untuk menuju ke panggung
Moderator,Closing statement,3.03.08,bersama-sama kita akan tenang sebentar menyanyikan belum selesai tenang
Moderator,Closing statement,3.03.14,hadirin sekalian kami mohon tenang sebar kita akan langsung sama-sama
Moderator,Closing statement,3.03.20,menyanyikan mohon sebentar kita akan menyanyikan lagu Padamu Negeri sejenak Oke hadirin sekalian kita akan
Moderator,Closing statement,3.03.27,sama-sama menyanyikan lagu Bagimu Negeri yang dilanjutkan dengan foto bersama ini
Moderator,Closing statement,3.03.33,luar biasa ya Andro ya debat berlangsung dengan sangat tertib seluruh visi misi
Moderator,Closing statement,3.03.39,dan program kerja harapannya terelaborasi dengan baik malam hari ini ini Baik bapak-bapak sekalian bapak ibu
Moderator,Closing statement,3.03.47,kami persilakan kita akan menyanyikan lagu Padamu Negeri yang kemudian akan
Moderator,Closing statement,3.03.54,dilanjutkan dengan foto bersama lagu Bagimu
